,title,director,actor0,actor1,genre0,genre1,district,rate,rm
2447,不明影像：绝对点击禁止,金泰经,朴宝英,周元,恐怖,UNK,韩国,6.0,0
2448,礼物,吴其焕,李政宰,李英爱,剧情,爱情,韩国,7.8,1
2449,完美广播,权七仁,李珉廷,李廷镇,喜剧,爱情,韩国,6.5,0
2450,占卜师们,申政元,金秀路,李帝勋,喜剧,恐怖,韩国,5.6,0
2451,浪漫刺客,尹齐均,金民钟,崔成国,喜剧,动作,韩国,5.8,0
2452,杀手公司,张镇,申河均 Ha-kyun Shin,申贤俊 Hyeon-jun Shin,剧情,喜剧,韩国,7.3,1
2453,突然有一天之第四层,权昊英,金有贞,金瑞亨,恐怖,UNK,韩国,6.4,0
2455,青春学堂,Goo Mo,李敏豪,裴瑟琪,爱情,古装,韩国,4.1,0
2456,时尚王,吴基焕,周元,崔雪莉,喜剧,UNK,韩国,4.0,0
2457,厨房,洪志英,申敏儿,朱智勋,剧情,爱情,韩国,6.7,0
2458,武士,金性洙,安圣基,朱镇模,剧情,动作,韩国,6.8,0
2459,海边的女人,洪尚秀,高贤贞,李己雨,剧情,喜剧,韩国,7.4,1
2460,梦精记2,丁楚信,李智勋,全慧彬,喜剧,UNK,韩国,5.6,0
2461,大提琴,李宇哲,成贤娥,UNK,悬疑,恐怖,韩国,6.2,0
2462,香草,许仁茂,姜惠贞,裴宗玉,剧情,UNK,韩国,7.8,1
2463,胖嘟嘟的革命,闵斗植,李贤真,李素晶,喜剧,爱情,韩国,5.7,0
2464,热情似火,权七仁,金敏喜,李美淑,喜剧,UNK,韩国,6.8,0
2465,寄生灵,Ko Seok-jin,韩恩贞,朴善英 Seon-yeong Park,剧情,惊悚,韩国,5.9,0
2467,哭泣的女人,刘冰鉴,廖琴,韦兴坤,剧情,喜剧,韩国,7.8,1
2468,爱情真可怕,郑宇哲,任昌丁,金圭丽,喜剧,爱情,韩国,6.0,0
2469,顶级明星,朴重勋,严泰雄,金民俊,剧情,UNK,韩国,5.8,0
2470,人民公厕,陈果 (Fruit Chan),阿部力,李灿森,剧情,UNK,韩国,6.4,0
2471,单车上路,林云成,韩孝珠,李英勋,剧情,爱情,韩国,6.7,0
2472,鬼镜,金成浩,刘智泰,金明民,悬疑,惊悚,韩国,6.7,0
2473,国境之南,安坂石,车胜元,赵依珍,剧情,UNK,韩国,7.6,1
2474,全顺粉女士绑架事件,金相辰,姜成珍,罗文姬,喜剧,UNK,韩国,6.8,0
2475,胡萝卜小姐,李京美,孔晓振,李宗赫,喜剧,UNK,韩国,5.8,0
2476,山茶花,行定勋 ,宋慧乔,姜东元,剧情,UNK,韩国,6.2,0
2477,人民公敌,康佑硕,薛景求,李成宰,剧情,动作,韩国,7.0,1
2478,宫女,金美正,朴真熙,林贞恩,剧情,悬疑,韩国,5.9,0
2479,鼓舞激情,Duane Adler,戴瑞克·浩夫,宝儿,歌舞,UNK,韩国,5.9,0
2481,马屁王,郑胜求,宋诗曦,韩彩儿,喜剧,UNK,韩国,6.1,0
2482,台风,郭暻泽,张东健,李政宰,剧情,动作,韩国,6.6,0
2483,家族荣誉3：家门的复活,郑勇基,卓在勋,金媛熙,剧情,喜剧,韩国,6.5,0
2484,无籍者,宋海星,宋承宪,朱镇模,剧情,动作,韩国,5.5,0
2485,剧场前,洪尚秀,李己雨,金相庆,剧情,UNK,韩国,7.2,1
2486,南营洞1985,郑智泳,朴元尚,李璟荣,剧情,UNK,韩国,7.2,1
2487,雅典娜：无间谍局,金荣俊 ,郑雨盛,秀爱,动作,爱情,韩国,4.7,0
2488,突然有一天之黑暗森林,金廷珉,苏怡贤,李宗赫,恐怖,UNK,韩国,5.7,0
2490,极乐岛杀人事件,金韩民,朴海日,朴率美,剧情,悬疑,韩国,6.1,0
2491,失踪,金成洪,文成根,秋瓷炫,惊悚,恐怖,韩国,6.0,0
2492,千万次呼唤,申成涉,李清美,郑民成,剧情,UNK,韩国,4.9,0
2493,美术馆旁的动物园,李廷香,沈银河,李成宰,爱情,UNK,韩国,7.5,1
2494,一番街奇迹,尹齐均,河智苑,任昌丁,喜剧,爱情,韩国,7.0,1
2495,坡州,朴燦玉,李善均,徐雨,剧情,UNK,韩国,6.2,0
2496,宿命,金海坤,宋承宪,权相宇,剧情,UNK,韩国,6.4,0
2497,音痴诊所,金镇英,尹相铉,朴河宣,喜剧,UNK,韩国,6.1,0
2498,恋爱的技术,李洙成,徐智锡,洪秀儿,爱情,UNK,韩国,4.2,0
2499,间谍,吴民浩,金明民,郑糠云,剧情,喜剧,韩国,6.4,0
2500,秘密,尹宰久,车胜元,宋允儿,惊悚,UNK,韩国,6.5,0
2502,那年夏天,赵根植,李秉宪,秀爱,剧情,爱情,韩国,7.2,1
2503,吝啬罗曼史,金郑勋,李善均,崔江熙,喜剧,爱情,韩国,6.3,0
2505,男友从军记,柳升进,张根硕,孙泰英,喜剧,爱情,韩国,6.2,0
2506,快递惊魂,赵范九,李民基,金仁权,动作,UNK,韩国,6.0,0
2507,玉熙的电影,洪尚秀,李善均,郑有美,剧情,UNK,韩国,7.5,1
2508,蒙面达虎,金相赞 ,车太贤,李素妍,喜剧,UNK,韩国,6.7,0
2509,九岁人生,尹仁灏,李世英 Se-yeong Lee,UNK,剧情,UNK,韩国,7.8,1
2510,中天,赵东五,许俊豪,金泰熙,剧情,动作,韩国,5.7,0
2513,一夜情,张勋 Hyun Jang ,李柱胜,张丽友,剧情,爱情,韩国,4.5,0
2514,难为情,金秀玹,金花雨,金孝珍 Hyo-jin Kim,爱情,同性,韩国,5.2,0
2515,错爱双鱼座,金衡泰,李美妍,崔佑齐,爱情,UNK,韩国,7.0,1
2516,越狱二人组,朴正祐,金秀路,甘宇成,剧情,喜剧,韩国,7.4,1
2517,冥王星,申秀媛,盛骏,金花雨,剧情,UNK,韩国,6.6,0
2518,红眼,金东濒,朴元尚,郭智敏,恐怖,UNK,韩国,5.9,0
2519,刑事,李明世,姜东元,河智苑,动作,悬疑,韩国,6.9,0
2521,影子杀人,朴大民,黄政民,柳德焕,悬疑,惊悚,韩国,6.3,0
2522,我的小小英雄,金圣勋,金来沅,赵安,剧情,UNK,韩国,6.9,0
2523,红色假期黑色婚礼,朴哲洙 ,吴仁惠,安智慧,剧情,UNK,韩国,5.0,0
2525,恋空,今井夏木,新垣结衣,三浦春马,剧情,爱情,日本,7.1,1
2526,白雪公主杀人事件,中村义洋,井上真央,绫野刚,剧情,悬疑,日本,7.5,1
2527,向阳处的她,三木孝浩,松本润,上野树里,爱情,UNK,日本,7.9,1
2528,我的机器人女友,郭在容,绫濑遥,小出惠介,喜剧,动作,日本,7.4,1
2529,关于莉莉周的一切,岩井俊二,市原隼人,忍成修吾,剧情,惊悚,日本,7.9,1
2530,猫的报恩,森田宏幸,池胁千鹤,袴田吉彦,喜剧,动画,日本,7.9,1
2531,白兔糖,萨布,松山研一,芦田爱菜,剧情,喜剧,日本,7.9,1
2532,热血高校,三池崇史,小栗旬,山田孝之,动作,惊悚,日本,7.6,1
2533,不求上进的玉子,山下敦弘,前田敦子,康巢恩,喜剧,UNK,日本,7.2,1
2534,浪客剑心：京都大火篇,大友启史,佐藤健,武井咲,动作,古装,日本,7.7,1
2535,挪威的森林,陈英雄,松山研一,菊地凛子,剧情,爱情,日本,5.9,0
2536,狼狈,蜷川实花,泽尻英龙华,大森南朋,剧情,惊悚,日本,6.9,0
2537,浪客剑心,大友启史,佐藤健,武井咲,剧情,动作,日本,7.7,1
2538,咒怨,清水崇,伊东美咲,奥菜惠,悬疑,恐怖,日本,7.3,1
2539,白夜行,深川荣洋,堀北真希,高良健吾,剧情,悬疑,日本,6.8,0
2540,天使之恋,寒竹百合,佐佐木希,谷原章介,剧情,UNK,日本,7.5,1
2541,只是爱着你,新城毅彦,玉木宏,宫崎葵,剧情,爱情,日本,8.0,1
2542,丈夫得了抑郁症,佐佐部清,宫崎葵,堺雅人,剧情,爱情,日本,7.9,1
2543,热血高校2,三池崇史,小栗旬,矢部享佑,动作,UNK,日本,7.7,1
2544,娜娜,大谷健太郎,中岛美嘉,宫崎葵,剧情,音乐,日本,7.8,1
2547,听说桐岛要退部,吉田大八,神木隆之介,桥本爱,剧情,UNK,日本,7.9,1
2548,恶童,迈克尔·艾里亚斯,二宫和也,苍井优,动作,动画,日本,8.6,1
2551,白金数据,大友启史,二宫和也,丰川悦司,科幻,犯罪,日本,6.7,0
2552,街角洋果子店,深川荣洋,江口洋介,苍井优,剧情,UNK,日本,7.0,1
2553,五个扑水的少年,矢口史靖,妻夫木聪,玉木宏,喜剧,运动,日本,8.4,1
2554,花水木,土井裕泰,新垣结衣,生田斗真,剧情,UNK,日本,7.2,1
2556,我的初恋情人,新城毅彦,井上真央,冈田将生,剧情,爱情,日本,7.3,1
2557,青之炎,蜷川幸雄,二宫和也,松浦亚弥,剧情,爱情,日本,8.5,1
2559,东京家族,山田洋次,桥爪功,吉行和子,剧情,家庭,日本,8.6,1
2561,云的彼端，约定的地方,新海诚,吉冈秀隆,萩原圣人,剧情,科幻,日本,7.9,1
2562,永远的三丁目的夕阳,山崎贵,堀北真希,小雪,剧情,家庭,日本,8.8,1
2563,下妻物语,中岛哲也,深田恭子,土屋安娜,喜剧,UNK,日本,7.9,1
2565,脑男,泷本智行,生田斗真,松雪泰子,悬疑,犯罪,日本,7.1,1
2566,最终幻想7：圣子降临,野村哲也 ,樱井孝宏,伊藤步,动作,科幻,日本,8.2,1
2567,盛夏的方程式,西谷弘,福山雅治,吉高由里子,剧情,悬疑,日本,7.3,1
2568,月代头布丁,中村义洋,锦户亮,友坂理惠,喜剧,UNK,日本,7.9,1
2569,渴望,中岛哲也,役所广司,小松菜奈,悬疑,UNK,日本,6.2,0
2570,好想告诉你,熊泽尚人,三浦春马,多部未华子,剧情,爱情,日本,6.9,0
2571,追逐繁星的孩子,新海诚,金元寿子,入野自由,动画,奇幻,日本,7.2,1
2573,摇摆少女,矢口史靖,竹中直人,上野树里,剧情,喜剧,日本,8.3,1
2574,狗狗与我的十个约定,本木克英,田中丽奈,加濑亮,剧情,喜剧,日本,8.0,1
2575,重力小丑,森淳一,加濑亮,冈田将生,剧情,UNK,日本,8.1,1
2576,攻壳机动队2 无罪,押井守,田中敦子,大塚明夫,剧情,科幻,日本,9.0,1
2577,心理游戏,汤浅政明,今田耕司,藤井隆,喜剧,动画,日本,8.9,1
2578,魔幻时刻,三谷幸喜,佐藤浩市,妻夫木聪,喜剧,UNK,日本,8.2,1
2579,小小的家,山田洋次,松隆子,倍赏千惠子,剧情,爱情,日本,8.1,1
2582,奇迹,是枝裕和,前田航基,前田旺志郎,剧情,UNK,日本,8.5,1
2583,爱的曝光,园子温,西岛隆弘,满岛光,剧情,喜剧,日本,8.1,1
2584,扶桑花女孩,李相日,松雪泰子,苍井优,剧情,喜剧,日本,8.0,1
2585,座头市,北野武,北野武,浅野忠信,剧情,喜剧,日本,7.9,1
2586,多田便利屋,大森立嗣,松田龙平,瑛太,剧情,UNK,日本,7.9,1
2587,极恶非道,北野武,北野武,椎名桔平,剧情,犯罪,日本,7.7,1
2588,大奥,金子文纪,二宫和也,柴崎幸,剧情,同性,日本,7.1,1
2589,冰冷热带鱼,园子温,吹越满,黑泽明日香,剧情,惊悚,日本,7.4,1
2590,想要拥抱你,盐田明彦,北川景子,锦户亮,剧情,爱情,日本,7.1,1
2592,三分之一,品川祐,藤原龙也,中岛美嘉,剧情,喜剧,日本,7.8,1
2593,东京塔,松冈锭司,小田切让,树木希林,剧情,家庭,日本,8.6,1
2594,生化危机：诅咒,神谷诚,马修·默瑟,Dave Wittenberg,动作,科幻,日本,7.6,1
2595,蜂蜜与四叶草,高田雅博,樱井翔,伊势谷友介,爱情,UNK,日本,7.5,1
2596,黄昏的清兵卫,山田洋次,宫泽理惠,真田广之,剧情,爱情,日本,8.6,1
2597,热血高校3,丰田利晃,东出昌大,早乙女太一,剧情,动作,日本,4.8,0
2599,庸才,园子温,染谷将太,二阶堂富美,剧情,UNK,日本,7.4,1
2601,室友,古泽健,深田恭子,北川景子,恐怖,UNK,日本,6.0,0
2602,永远的0,山崎贵,冈田准一,三浦春马,战争,UNK,日本,7.6,1
2603,二重身,安里麻里,水川麻美,千贺健永,悬疑,惊悚,日本,7.4,1
2604,在世界中心呼唤爱,行定勋,大泽隆夫,柴崎幸,剧情,爱情,日本,7.6,1
2605,咒怨2,清水崇,酒井法子,葛山信吾,恐怖,UNK,日本,7.2,1
2606,我们的存在(上),三木孝浩,生田斗真,吉高由里子,剧情,爱情,日本,7.5,1
2607,地狱为何恶劣,园子温,国村隼,堤真一,剧情,UNK,日本,7.5,1
2608,恶之教典,三池崇史,伊藤英明,二阶堂富美,惊悚,UNK,日本,6.9,0
2609,桃花期,大根仁,森山未来,长泽雅美,喜剧,爱情,日本,7.2,1
2610,了不起的亡灵,三谷幸喜,深津绘里,西田敏行,喜剧,UNK,日本,7.7,1
2611,致亲爱的你,降旗康男,高仓健,田中裕子,剧情,UNK,日本,8.1,1
2612,她爱上了我的谎,小泉德宏,佐藤健,大原樱子,剧情,爱情,日本,7.1,1
2613,空气人偶,是枝裕和,裴斗娜,井浦新,剧情,奇幻,日本,7.4,1
2615,极恶非道2,北野武,北野武,加濑亮,动作,犯罪,日本,7.5,1
2617,第八日的蝉,成岛出,井上真央,永作博美,剧情,UNK,日本,8.2,1
2618,邻居同居LDK,川村泰祐,刚力彩芽,山崎贤人,爱情,UNK,日本,5.5,0
2619,诈欺游戏 电影版,松山博昭,户田惠梨香,松田翔太,剧情,惊悚,日本,7.9,1
2620,彩虹女神,熊泽尚人,市原隼人,上野树里,剧情,爱情,日本,7.8,1
2621,大佬,北野武,北野武,欧玛·艾普斯,剧情,惊悚,日本,8.2,1
2622,笑之大学,星护,稻垣吾郎,役所广司,剧情,喜剧,日本,8.6,1
2624,鼹鼠之歌,三池崇史,生田斗真,堤真一,喜剧,动作,日本,6.7,0
2625,向日葵与幼犬的7天,平松惠美子,堺雅人,中谷美纪,剧情,UNK,日本,7.5,1
2626,阴阳师,泷田洋二郎,野村万斋,伊藤英明,剧情,动作,日本,7.7,1
2627,杀手阿一,三池崇史,浅野忠信,大森南朋,剧情,喜剧,日本,7.4,1
2628,我们的存在(下),三木孝浩,生田斗真,吉高由里子,剧情,爱情,日本,7.4,1
2629,永远的三丁目的夕阳之1964,山崎贵,堀北真希,吉冈秀隆,剧情,UNK,日本,8.1,1
2630,神的病历簿2,深川荣洋,樱井翔,宫崎葵,剧情,UNK,日本,7.8,1
2631,我们与驻在先生的700日战争,塚本连平,市原隼人,佐佐木藏之介,喜剧,UNK,日本,8.2,1
2632,十三刺客,三池崇史,役所广司,山田孝之,动作,古装,日本,7.7,1
2633,百万元与苦虫女,棚田由纪,苍井优,森山未来,剧情,UNK,日本,7.9,1
2634,阿基里斯与龟,北野武,北野武,樋口可南子,剧情,喜剧,日本,8.2,1
2635,变态假面,福田雄一,铃木亮平,清水富美加,喜剧,UNK,日本,6.2,0
2638,源氏物语：千年之谜,鶴橋康夫,生田斗真,中谷美纪,剧情,爱情,日本,6.5,0
2639,人间失格,荒户源次郎,生田斗真,伊势谷友介,剧情,UNK,日本,6.7,0
2640,幸福的面包,三岛有纪子,大泉洋,原田知世,剧情,UNK,日本,7.6,1
2642,借着雨点说爱你,土井裕泰,竹内结子,中村狮童,剧情,爱情,日本,8.5,1
2643,赌博默示录,佐藤東弥,藤原竜也,天海祐希,剧情,UNK,日本,7.1,1
2644,恶人,李相日,妻夫木聪,深津绘里,剧情,UNK,日本,7.7,1
2645,杀戮都市1,佐藤信介,二宫和也,松山研一,动作,UNK,日本,6.7,0
2646,记我的母亲,原田真人,役所广司,树木希林,剧情,UNK,日本,8.6,1
2648,东京塔,源孝志,黑木瞳,冈田准一,剧情,爱情,日本,7.6,1
2649,泪光闪闪,土井裕泰,妻夫木聪,长泽雅美,剧情,爱情,日本,7.3,1
2650,生化危机：恶化,神谷诚,Alyson Court,Paul Mercier,动作,科幻,日本,7.0,1
2651,咖啡时光,侯孝贤,一青窈,浅野忠信,剧情,UNK,日本,7.5,1
2652,鬼来电,三池崇史,柴崎幸,堤真一,悬疑,恐怖,日本,6.9,0
2653,我只是还没有全力以赴,福田雄一,堤真一,桥本爱,剧情,喜剧,日本,7.4,1
2654,天然子结构,山下敦弘,夏帆,冈田将生,剧情,UNK,日本,7.5,1
2656,大奥 永远 右卫门佐·纲吉篇,金子文纪,堺雅人,菅野美穗,剧情,古装,日本,6.9,0
2657,前路漫漫,北川悦吏子,北乃绮,冈田将生,剧情,爱情,日本,7.5,1
2658,菜鸟评审员,永井聪,妻夫木聪,北川景子,喜剧,UNK,日本,6.8,0
2659,大逃杀2：镇魂歌,深作健太 ,藤原龙也,前田爱,剧情,动作,日本,5.4,0
2660,罗马浴场,武内英树,阿部宽,上户彩,喜剧,奇幻,日本,6.3,0
2661,最近，妹妹的样子有点怪,青山裕企 ,桥本甜歌,茧,喜剧,爱情,日本,5.2,0
2664,推理要在晚餐后 电影版,土方政人,樱井翔,北川景子,悬疑,UNK,日本,6.6,0
2665,东京奏鸣曲,黑泽清,香川照之,小泉今日子,剧情,UNK,日本,8.1,1
2666,杀戮都市2,佐藤信介,二宫和也,松山研一,动作,UNK,日本,6.6,0
2667,天堂之吻,新城毅彦,北川景子,向井理,剧情,爱情,日本,6.6,0
2669,杀妻总动员,关口现,浅野忠信,桥本丽香,爱情,悬疑,日本,8.2,1
2670,GO!大暴走,行定勋,洼冢洋介,柴崎幸,剧情,UNK,日本,8.2,1
2671,夏日时光机,本广克行,瑛太,上野树里,喜剧,科幻,日本,8.0,1
2672,转转,三木聪,小田切让,三浦友和,喜剧,UNK,日本,8.5,1
2673,恋之罪,园子温,水野美纪,冨樫真,剧情,惊悚,日本,6.5,0
2674,有顶天酒店,三谷幸喜,役所广司,松隆子,剧情,喜剧,日本,7.9,1
2675,蛇舌,蜷川幸雄,吉高由里子,高良健吾,惊悚,UNK,日本,6.8,0
2676,大都会,林太郎,井元由香,小林桂,剧情,动作,日本,8.3,1
2679,恋爱写真,堤幸彦,广末凉子,松田龙平,剧情,喜剧,日本,7.7,1
2680,无法触碰的爱 真人版,天野千寻,米原幸佑,谷口贤志,剧情,同性,日本,6.4,0
2681,永远的三丁目的夕阳2,山崎贵,吉冈秀隆,堤真一,剧情,UNK,日本,8.6,1
2682,只在那里发光,吴美保,绫野刚,池胁千鹤,剧情,UNK,日本,7.0,1
2683,蒸汽男孩,大友克洋,铃木杏,小西真奈美,动作,科幻,日本,7.6,1
2685,咒怨：终结的开始,落合正幸,佐佐木希,青柳翔,恐怖,UNK,日本,5.4,0
2686,今天开始恋爱吧,古泽健,武井咲,松坂桃李,喜剧,爱情,日本,5.7,0
2688,生活艰难但是快乐,堤幸彦,相叶雅纪,松本润,剧情,UNK,日本,8.7,1
2694,地海传说,宫崎吾朗,冈田准一,手嶌葵,动画,奇幻,日本,6.1,0
2695,纯净脆弱的心,新城毅彦,长泽雅美,冈田将生,剧情,爱情,日本,6.5,0
2696,机器人大爷,矢口史靖,五十岚信次郎,吉高由里子,剧情,喜剧,日本,7.6,1
2697,乐与路,三木孝浩,宫崎葵,高良健吾,剧情,UNK,日本,7.5,1
2699,翡翠森林：狼与羊,杉井仪三郎,中村狮童,成宫宽贵,动画,UNK,日本,8.2,1
2700,乌鸦的拇指,伊藤匡史,阿部宽,石原里美,剧情,悬疑,日本,7.7,1
2701,死神的精度,笕昌也,金城武,小西真奈美,剧情,喜剧,日本,7.2,1
2702,穿越时空的少女,谷口正晃,仲里依纱,中尾明庆,冒险,UNK,日本,6.9,0
2703,得买新鞋了,北川悦吏子,中山美穗,向井理,剧情,UNK,日本,7.1,1
2704,图书馆战争,佐藤信介,冈田准一,荣仓奈奈,剧情,科幻,日本,7.0,1
2705,麦子小姐,吉田恵辅,堀北真希,松田龙平,剧情,喜剧,日本,7.4,1
2706,再见，总有一天,李宰汉,中山美穗,西岛秀俊,剧情,爱情,日本,7.5,1
2708,夏威夷男孩,真田敦,冈田将生,倍赏千惠子,剧情,UNK,日本,8.1,1
2710,虫师,大友克洋,小田切让,江角真纪子,奇幻,UNK,日本,6.6,0
2711,诈欺游戏 -再生-,松山博昭,松田翔太,多部未华子,剧情,UNK,日本,6.4,0
2712,啄木鸟和雨,冲田修一,役所广司,小栗旬,喜剧,UNK,日本,7.7,1
2715,东京少女,小中和哉,夏帆,佐野和真,爱情,奇幻,日本,7.6,1
2716,花样男子最终章,石井康晴,井上真央,松本润,剧情,UNK,日本,7.2,1
2718,清须会议,三谷幸喜,役所广司,大泉洋,喜剧,历史,日本,7.1,1
2719,神的病历薄,深川荣洋,樱井翔,宫崎葵,剧情,UNK,日本,7.6,1
2721,娜娜2,大谷健太郎,中岛美嘉,市川由衣,剧情,爱情,日本,6.4,0
2724,Jose与虎与鱼们,犬童一心,妻夫木聪,池胁千鹤,剧情,爱情,日本,8.3,1
2725,算计：七天的死亡游戏,中田秀夫,绫濑遥,藤原龙也,惊悚,恐怖,日本,5.6,0
2726,母亲,山田洋次,吉永小百合,浅野忠信,剧情,家庭,日本,8.6,1
2730,咒怨 录像带版,清水崇,Yûrei Yanagi,UNK,悬疑,恐怖,日本,7.6,1
2731,律政英雄,铃木雅之,木村拓哉,松隆子,剧情,UNK,日本,8.0,1
2732,苦役列车,山下敦弘,森山未来,高良健吾,剧情,UNK,日本,7.4,1
2733,花,小泉德宏,苍井优,铃木京香,剧情,家庭,日本,7.5,1
2737,哆啦A梦：大雄的恐龙,渡边步,大原惠美,水田山葵,动画,UNK,日本,7.6,1
2738,周围的事,桥口亮辅,木村多江,中川雅也,剧情,家庭,日本,8.5,1
2739,结婚欺诈师,吉田大八,堺雅人,松雪泰子,喜剧,UNK,日本,6.5,0
2740,初雪,韩相熙,李准基,宫崎葵,爱情,UNK,日本,6.4,0
2741,一公升的眼泪,冈村力,加藤和子,大西麻惠,剧情,UNK,日本,7.8,1
2744,生活艰难所以快乐,堤幸彦,大野智,樱井翔,剧情,UNK,日本,8.6,1
2745,赌博默示录2,佐藤东弥,藤原龙也,伊势谷友介,剧情,悬疑,日本,6.6,0
2747,寿喜烧西部片,三池崇史,伊藤英明,佐藤浩市,动作,西部,日本,7.1,1
2749,日本沉没,樋口真嗣,草剪刚,柴崎幸,剧情,科幻,日本,6.4,0
2751,爱之涡,三浦大辅,池松壮亮,门胁麦,爱情,情色,日本,6.5,0
2755,弟弟,山田洋次,吉永小百合,笑福亭鹤瓶,剧情,UNK,日本,8.1,1
2756,寻访千利休,田中光敏,市川海老藏,中谷美纪,剧情,古装,日本,7.7,1
2757,咒怨：白老妇,三宅隆太,南明奈,铃木裕树,恐怖,UNK,日本,5.7,0
2758,卖梦的两人,西川美和,松隆子,阿部隆史,剧情,犯罪,日本,7.0,1
2759,彩虹老人院,犬童一心,小田切让,柴崎幸,剧情,同性,日本,7.8,1
2760,千年之恋之源氏物语,崛川顿幸 (Tonko Horikawa),天海祐希,常盘贵子,剧情,爱情,日本,7.0,1
2761,再见溪谷,大森立嗣,真木阳子,大西信满,剧情,爱情,日本,7.1,1
2764,乌冬,本广克行,中山裕介,小西真奈美,剧情,喜剧,日本,7.2,1
2766,黄色的眼泪,犬童一心,二宫和也,相叶雅纪,剧情,UNK,日本,8.1,1
2768,乌龟意外之速游,三木聪,上野树里,苍井优,喜剧,UNK,日本,7.5,1
2769,罗马浴场2,武内英树,伊凡·科斯塔迪诺夫,北村一辉,喜剧,奇幻,日本,6.4,0
2770,摇滚新乐团,堤幸彦,水岛宏,佐藤健,剧情,UNK,日本,7.7,1
2771,玩偶,北野武,菅野美穗,深田恭子,剧情,爱情,日本,7.6,1
2773,阴阳师2,泷田洋二郎,野村万斋,伊藤英明,动作,奇幻,日本,7.6,1
2774,攻壳机动队SSS,神山健治,田中敦子,大塚明夫,动作,科幻,日本,8.8,1
2776,蓝色青春,丰田利晃,松田龙平,新井浩文,剧情,UNK,日本,7.9,1
2778,租赁猫,荻上直子,市川实日子,草村礼子,剧情,UNK,日本,7.1,1
2779,眼镜,荻上直子,小林聪美,加濑亮,剧情,喜剧,日本,8.0,1
2780,完美的蛇颈龙之日,黑泽清,佐藤健 Takeru Satô,绫濑遥,剧情,UNK,日本,5.9,0
2781,诈欺猎人,石井康晴,山下智久,堀北真希,剧情,惊悚,日本,7.1,1
2782,鸭子和野鸭子的投币式自动存放柜,中村义洋,滨田岳,瑛太,剧情,UNK,日本,8.0,1
2783,亲爱的朋友,两泽和幸,北川景子,本仮屋唯佳,剧情,UNK,日本,7.3,1
2784,琳达！琳达！琳达！,山下敦弘,前田亚季,裴斗娜,剧情,喜剧,日本,7.6,1
2785,黄色大象,广木隆一,宫崎葵,向井理,剧情,UNK,日本,6.7,0
